Molecular Weight,Isoelectric Point,Net Charge,Average Hydropathy Value,Aliphatic index,DNA Hits,RNA Hits,Class
48542.3373,5.904273987,-9.107216672,-0.223515982,87.26027397,4,0,nonDRNA
17884.1077,4.780189514,-7.316612177,-0.285625,79.875,0,18,nonDRNA
65206.4282,5.141212463,-16.66458271,-0.317142857,80.17857143,0,0,nonDRNA
64078.2602,5.084068298,-11.36075793,-0.285996409,84.14721724,0,0,nonDRNA
14268.3469,5.078407288,-4.379578863,-0.1296875,88.984375,6,0,nonDRNA
34885.5944,6.327781677,-1.241856745,-0.055855856,88.34834835,0,0,nonDRNA
11171.4352,4.446403503,-8.368230446,-0.528282828,71.01010101,0,0,nonDRNA
11565.0902,5.827690125,-2.249155864,-0.201851852,75.27777778,2,0,nonDRNA
40936.8291,5.919548035,-7.346069809,-0.17398374,83.82113821,1,0,nonDRNA
68125.1744,6.795509338,-0.665334244,-0.315620214,67.18223583,0,0,nonDRNA
85737.054,4.917549133,-33.90440716,-0.452519894,79.01856764,0,0,nonDRNA
34118.831,6.462791443,-2.431796591,-0.148902821,95.36050157,0,0,nonDRNA
165148.2018,4.698905945,-90.95092423,-0.571196755,77.91075051,3,0,nonDRNA
79714.0709,6.193199158,-2.18269265,-0.050277008,95.90027701,10,0,nonDRNA
45475.5758,5.683494568,-7.707946396,-0.753517588,61.35678392,0,0,nonDRNA
39803.8745,5.455558777,-10.52852785,-0.294285714,75.28571429,2,0,nonDRNA
45598.4521,5.466453552,-8.79572308,-0.766080402,60.37688442,0,0,nonDRNA
219786.4714,4.742698669,-100.3644882,-0.584173028,76.7480916,2,0,nonDRNA
33259.9129,4.862007141,-20.6458856,-0.265187713,102.7303754,0,0,nonDRNA
28875.7671,6.166389465,-2.138479809,-0.070588235,106.9411765,0,0,nonDRNA
17681.401,8.498939514,3.088969867,-0.631333333,85.73333333,6,0,nonDRNA
30486.1429,9.015052795,5.940638979,-0.317142857,101.75,0,0,nonDRNA
49224.9865,9.318611145,11.12398148,-0.234117647,85.15294118,0,0,nonDRNA
14212.3581,9.695121765,5.568359794,0.016153846,78.84615385,4,0,nonDRNA
86632.6684,5.505973816,-17.01009299,-0.509536424,65.09933775,7,0,nonDRNA
36632.5136,5.474571228,-5.120074144,0.17716763,103.2369942,3,0,nonDRNA
29046.9623,5.37587738,-6.992873493,-0.187169811,81.01886792,3,0,nonDRNA
31282.7081,5.022758484,-10.0337112,-0.054703833,96.8989547,0,0,nonDRNA
17721.1671,5.859199524,-4.80578132,-0.171098266,86.30057803,0,0,nonDRNA
38810.9029,5.547737122,-7.70615962,-0.186096257,73.15508021,0,0,nonDRNA
35903.223,6.723625183,-0.76676661,0.130473373,101.2721893,6,188,nonDRNA
33654.3534,6.577400208,-0.994262969,-0.009446254,111.7589577,0,0,nonDRNA
38349.5932,4.793968201,-9.530528061,-0.164507042,84.05633803,0,0,nonDRNA
44119.8805,9.521018982,17.10309246,-0.647680412,73.60824742,0,0,nonDRNA
66777.8692,5.221427917,-10.99827633,-0.543894389,69.19141914,0,0,nonDRNA
40934.1958,5.198570251,-11.76487211,-0.092091837,75.53571429,9,0,nonDRNA
59970.1272,8.644844055,3.369195394,-0.013405797,98.35144928,0,0,nonDRNA
31885.9573,5.79019928,-4.909968286,-0.057425743,84.55445545,0,0,nonDRNA
61917.3661,5.973167419,-4.018620404,-0.576979742,78.12154696,1,0,nonDRNA
145087.9608,6.821784973,-1.920658364,-0.673390895,75,3,2,nonDRNA
94026.8058,6.022087097,-9.701115651,-0.49245283,69.75235849,0,0,nonDRNA
74519.4576,6.066520691,-5.475816388,0.038686131,97.08029197,0,0,nonDRNA
74803.8222,6.308448792,-3.474847386,0.022919708,97.21167883,0,0,nonDRNA
121698.3969,4.268348694,-90.37045384,-0.535380385,61.86067828,2,0,nonDRNA
25797.8254,5.367546082,-10.53743121,-0.440969163,76.91629956,0,0,nonDRNA
60659.7799,4.682350159,-26.0725285,-0.123603604,87.56756757,0,0,nonDRNA
57003.7235,8.162483215,1.83595895,-0.130811808,84.88929889,0,0,nonDRNA
39548.5925,6.16532135,-1.33693202,-0.164187328,81.65289256,1,0,nonDRNA
62591.1887,4.354652405,-35.00432364,-0.471875,65.19097222,0,0,nonDRNA
59041.3989,5.834312439,-8.375319989,-0.405544554,87.44554455,0,0,nonDRNA
16144.1744,5.111412048,-8.94818029,-0.573426573,68.04195804,0,0,nonDRNA
31429.4356,7.587730408,0.543816189,0.199333333,90.93333333,3,0,nonDRNA
31473.4888,7.587730408,0.543816189,0.198666667,91.23333333,2,0,nonDRNA
27884.6507,5.252616882,-7.140696007,-0.311836735,86.69387755,0,2,nonDRNA
52963.6519,5.398094177,-11.07674413,-0.345780591,76.96202532,0,0,nonDRNA
13095.0347,5.744163513,-3.130259485,0.059166667,111.25,0,0,nonDRNA
10462.9504,8.598701477,1.566943612,0.074757282,89.41747573,0,0,nonDRNA
40761.0748,9.499443054,9.0626145,-0.1,87.31301939,0,0,nonDRNA
195133.6341,5.959815979,-14.30201832,-0.497157476,62.09778283,2,0,nonDRNA
52045.3909,6.115226746,-6.220787005,-0.094979079,89.58158996,0,5,nonDRNA
14093.1108,6.090339661,-2.131374353,-0.433870968,77.09677419,0,0,nonDRNA
36345.7306,3.929756165,-46.79689303,0.061818182,101.6060606,0,0,nonDRNA
154793.0489,5.579246521,-24.67588129,-0.400804682,77.64447696,0,0,nonDRNA
37010.8934,5.121879578,-10.86118678,0.043909348,96.54390935,0,0,nonDRNA
157621.4398,4.69783783,-57.04964584,-0.380446927,81.13826816,3,0,nonDRNA
53393.0975,4.571372986,-23.89601223,-0.008384458,88.79345603,0,0,nonDRNA
48869.4465,5.101051331,-22.20585197,-0.378454333,89.25058548,0,0,nonDRNA
24229.0286,6.009056091,-2.24236501,-0.411594203,84.7826087,0,0,nonDRNA
128882.7093,4.740242004,-57.24292324,-0.406649616,84.83375959,0,0,nonDRNA
18130.6747,6.237739563,-3.534974367,-0.221965318,73.29479769,0,0,nonDRNA
26834.847,4.75252533,-26.18425539,-0.462916667,80.04166667,0,0,nonDRNA
17643.1476,6.283561707,-1.991024906,-0.031875,85.375,0,0,nonDRNA
25941.4706,6.174293518,-3.731130804,0.014107884,83.2780083,0,0,nonDRNA
16966.2059,5.256996155,-3.34362522,0.103797468,95.18987342,0,0,nonDRNA
21544.2665,6.253120422,-2.790424053,-0.434554974,70.20942408,0,0,nonDRNA
53977.339,5.772468567,-9.34140461,-0.386163522,76.64570231,0,0,nonDRNA
24527.9506,5.456947327,-7.7802831,-0.457276995,92.0657277,4,4,nonDRNA
46444.6317,8.316932678,5.137358732,-0.427972028,68.25174825,0,0,nonDRNA
86922.66,8.494132996,6.229258853,-0.49791411,72.33128834,0,4,nonDRNA
63636.7183,5.59954071,-9.59803119,-0.579823009,70.49557522,5,0,nonDRNA
79791.9803,6.036186218,-7.237773677,0.001239669,100.661157,0,1,nonDRNA
36790.7403,5.4270401,-8.784295687,-0.390332326,74.80362538,0,0,nonDRNA
37145.3691,6.071113586,-4.616822277,0.082633053,93.69747899,0,6,nonDRNA
36922.5532,5.648994446,-6.774986377,0.044411765,86.41176471,0,0,nonDRNA
13557.5141,5.012718201,-2.497845217,0.053174603,105.2380952,0,0,nonDRNA
17668.8553,5.687660217,-2.343484143,-0.169512195,81.03658537,4,4,nonDRNA
27190.1171,8.438804626,1.688453386,-0.233467742,89.31451613,12,0,nonDRNA
17658.0364,6.726509094,-0.336590156,-0.10304878,84.63414634,4,4,nonDRNA
33167.1797,9.185951233,4.608571864,-0.004682274,103.6454849,2,0,nonDRNA
37298.7516,4.955680847,-8.280321627,0.165277778,105,7,3,nonDRNA
21223.6108,9.519523621,6.665687809,0.953768844,130.8542714,0,0,nonDRNA
40224.1181,5.721626282,-4.126593674,-0.225885559,92.04359673,0,0,nonDRNA
74455.1892,6.181983948,-2.207973678,0.46497006,120.6736527,0,0,nonDRNA
111095.3139,5.179130554,-33.79390909,-0.697168857,66.37007078,0,0,nonDRNA
22406.2697,6.807899475,-0.286575265,-0.287804878,78.58536585,0,0,nonDRNA
10704.3335,7.730323792,0.566638192,0.067961165,93.10679612,0,0,nonDRNA
36650.5547,5.452674866,-12.31481398,-0.289393939,93.09090909,0,0,nonDRNA
91869.2652,8.940605164,10.21614665,-0.657980456,56.13463626,0,0,nonDRNA
50480.9639,9.452766418,7.855821852,0.654756871,116.384778,18,0,nonDRNA
79992.055,5.862617493,-6.638317953,-0.554305556,72.08333333,0,0,nonDRNA
29363.6531,8.835289001,3.681571573,-0.116541353,86.16541353,0,0,nonDRNA
31247.4469,5.191841125,-7.206412316,-0.244947735,84.42508711,0,0,nonDRNA
23193.4371,4.818000793,-10.23673628,-0.38040201,82.26130653,0,0,nonDRNA
74234.2471,5.345542908,-16.30377122,-0.295223421,83.06625578,0,0,nonDRNA
21328.8284,9.984794617,17.26002114,-0.751612903,74.08602151,0,0,nonDRNA
25157.6991,7.601615906,0.68118561,-0.031140351,105.2192982,0,0,nonDRNA
63415.8322,6.292106628,-3.64811166,-0.325618375,82.50883392,27,0,nonDRNA
63666.2992,8.174552917,4.339152649,-0.362897527,83.23321555,30,0,nonDRNA
63828.1266,6.27469635,-3.75322184,-0.340592334,78.69337979,0,0,nonDRNA
46078.9302,6.681434631,-0.836725061,-0.076570048,84.3236715,0,0,nonDRNA
21348.775,9.616615295,7.862974584,-0.216842105,97.94736842,15,838,nonDRNA
18192.0486,6.601539612,-0.412486736,-0.257407407,87.83950617,16,0,nonDRNA
36624.4193,5.256462097,-6.285732297,-0.209756098,95.39634146,0,0,nonDRNA
18047.5451,4.823127747,-11.93531844,-0.370512821,83.14102564,0,0,nonDRNA
47487.3226,5.480979919,-7.856832462,-0.349408983,78.65248227,3,8,nonDRNA
15200.736,5.709663391,-2.372714715,-0.074074074,102.3703704,0,0,nonDRNA
146383.3677,5.023933411,-43.68536055,-0.300622568,86.75486381,0,0,nonDRNA
52189.6977,5.50063324,-7.979272617,-0.016356108,89.29606625,20,0,nonDRNA
23526.2069,5.098808289,-7.126767647,0.155454545,108.0909091,0,0,nonDRNA
62308.6939,4.908576965,-18.12840271,-0.525408348,70.68965517,0,1,nonDRNA
64360.4828,9.066429138,8.060630723,0.243674177,114.644714,4,0,nonDRNA
37599.5673,5.397773743,-15.99081011,-0.307418398,84.48071217,0,0,nonDRNA
36833.9317,5.665016174,-7.714541423,-0.221686747,86.3253012,0,0,nonDRNA
24993.3096,5.805580139,-7.444137537,-0.513888889,85.18518519,0,0,nonDRNA
9261.5509,8.417228699,2.593145277,-0.514457831,65.6626506,0,0,nonDRNA
9038.1755,9.26424408,8.400602046,0.55308642,109.2592593,0,0,nonDRNA
18113.9212,5.914634705,-2.28915647,-0.06875,97.5,0,0,nonDRNA
49537.1711,5.266075134,-13.54981848,-0.111563169,95.35331906,0,2,nonDRNA
25188.1039,8.908561707,5.735993071,-0.525821596,90.46948357,0,0,nonDRNA
28889.2691,6.59513092,-0.986009885,-0.203816794,90.45801527,6,0,nonDRNA
21006.9816,6.075706482,-3.023932646,-0.244973545,81.64021164,0,3,nonDRNA
17442.6972,5.360603333,-2.419986099,-0.108024691,80.37037037,0,0,nonDRNA
17563.7359,6.817619324,-0.254559712,-0.209876543,77.28395062,0,0,nonDRNA
17569.7819,5.806007385,-1.4209951,-0.188271605,82.65432099,4,4,nonDRNA
17601.8698,5.825340271,-1.419752579,-0.211728395,79.75308642,0,0,nonDRNA
88242.3426,5.715110779,-14.79193565,-0.367493473,78.25065274,0,0,nonDRNA
88088.5271,5.925315857,-11.72512238,-0.354367666,79.56975228,0,0,nonDRNA
44321.6369,6.351707458,-2.676084428,-0.251522843,93.0964467,0,0,nonDRNA
32453.3412,5.673774719,-4.136427842,-0.159589041,93.52739726,0,0,nonDRNA
16329.4021,4.383811951,-17.01393168,0.098657718,104.0939597,0,0,nonDRNA
35840.0584,9.599205017,13.05432955,-0.240181269,91.20845921,1,0,nonDRNA
23188.3701,5.172401428,-12.49783203,-0.161722488,106.3157895,0,0,nonDRNA
64201.9264,8.020851135,3.265939553,-0.340564374,81.85185185,16,0,nonDRNA
38270.3707,8.970939636,7.951999134,-0.352034884,80.1744186,39,0,nonDRNA
37035.5933,7.764076233,1.377525984,0.01871345,99.94152047,0,0,nonDRNA
15113.5466,5.424583435,-3.295205137,-0.226153846,110.1538462,4,0,nonDRNA
63529.945,6.437583923,-2.647132659,-0.351236749,82.34982332,16,0,nonDRNA
16585.2726,5.783683777,-3.138729216,-0.165068493,107.3972603,3,1,nonDRNA
37109.3612,4.376441956,-27.22392954,-0.029166667,94.33333333,0,1,nonDRNA
23512.9472,5.071037292,-10.8602632,-0.066046512,93.81395349,4,2,nonDRNA
74316.9468,6.388237,-6.143178666,-0.17969697,94.72727273,0,13,nonDRNA
74288.893,6.388237,-6.143178666,-0.183333333,94.43939394,0,13,nonDRNA
45575.294,5.508110046,-9.698545892,-0.024470588,94.28235294,0,0,nonDRNA
49367.0733,5.233070374,-15.49413571,-0.216703786,81.44766147,0,0,nonDRNA
30380.3222,5.594093323,-8.602866346,-0.595785441,82.98850575,0,0,nonDRNA
31533.2129,6.146095276,-3.700888921,0.12909699,104.1471572,8,0,nonDRNA
26151.093,6.473472595,-1.106225115,-0.168376068,95.81196581,0,4,nonDRNA
32337.2982,5.606697083,-3.31039656,0.193589744,105.3205128,0,0,nonDRNA
36780.2718,5.373207092,-8.888252542,0.016811594,97.27536232,0,0,nonDRNA
33163.5716,5.034294128,-13.65497125,-0.469122807,64.9122807,0,0,nonDRNA
15555.9302,5.104042053,-8.045097948,7.25E-04,96.73913043,0,0,nonDRNA
45277.7362,9.351722717,14.91015873,-0.447619048,70.12531328,0,0,nonDRNA
54494.3956,5.039527893,-13.14500508,-0.472821577,79.93775934,2,1,nonDRNA
17923.6859,5.877250671,-5.620711831,0.137974684,104.3037975,0,0,nonDRNA
29097.0203,5.456306458,-7.788831167,-0.098876404,97.4906367,0,0,nonDRNA
21280.5964,5.735618591,-4.064662985,-0.088481675,111.2041885,0,0,nonDRNA
14608.8808,6.308769226,-1.224671426,-0.246875,99.6875,0,0,nonDRNA
20681.5819,5.841789246,-3.974346611,-0.298342541,87.73480663,0,0,nonDRNA
30890.3923,5.77973175,-4.936613006,-0.307664234,85.80291971,0,0,nonDRNA
22056.3912,5.606163025,-1.475910059,0.199029126,99.41747573,0,0,nonDRNA
31399.9969,6.029563904,-3.028848255,-0.283870968,95.08960573,0,0,nonDRNA
73157.8125,5.863899231,-12.59758097,-0.308763693,89.38967136,0,0,nonDRNA
49650.3633,5.247596741,-12.71040296,-0.227212389,91.50442478,2,0,nonDRNA
59478.0327,5.605522156,-8.82727328,-0.140503876,108.7209302,4,2,nonDRNA
10070.4597,5.278251648,-2.420572019,-0.493023256,73.72093023,0,0,nonDRNA
170560.5739,5.282203674,-25.55056513,-0.661111111,68.68454662,4,1,nonDRNA
170424.5654,5.307090759,-23.65256054,-0.648659004,68.99744572,4,1,nonDRNA
37263.8514,5.96622467,-3.929302521,-0.176946108,95.1497006,0,2,nonDRNA
39940.4769,4.480690002,-16.38514581,-0.587878788,65.81267218,27,8,nonDRNA
40312.0609,4.50504303,-17.29730804,-0.55989011,65.90659341,28,5,nonDRNA
97903.7505,6.862586975,-0.765845038,-0.282874251,89.53293413,7,0,nonDRNA
24704.9572,6.885765076,-0.180944217,0.023529412,79.07563025,8,0,nonDRNA
61669.4964,6.124305725,-6.179762385,0.285460993,113.8297872,8,0,nonDRNA
13308.243,5.496894836,-3.240100757,0.2216,84.32,0,0,nonDRNA
31319.1453,5.942512512,-3.993070963,-0.170072993,102.8832117,0,0,nonDRNA
29360.3297,5.689476013,-6.687521683,-0.259615385,80,0,0,nonDRNA
48984.4216,5.740531921,-7.65272387,-0.004347826,96.81922197,0,0,nonDRNA
65402.4599,8.003440857,3.630134953,-0.259578207,92.61862917,8,1,nonDRNA
62001.5899,4.885932922,-20.8003824,-0.407321429,74.42857143,0,0,nonDRNA
20366.5756,8.178504944,1.538223059,-0.032954545,89.60227273,0,0,nonDRNA
32801.7969,6.041419983,-2.250906227,-0.049378882,68.91304348,8,0,nonDRNA
32082.0112,9.376289368,10.05070306,-0.708178439,79.36802974,0,0,nonDRNA
22265.7372,4.94959259,-7.371347581,-0.127638191,106.7839196,10,0,nonDRNA
47429.5662,5.924034119,-4.907500898,-0.326415094,87.33490566,0,0,nonDRNA
34900.8102,4.961982727,-11.25022871,-0.136990596,101.7241379,0,0,nonDRNA
100358.5192,4.884651184,-20.19605551,-0.049787686,86.42250531,1,0,nonDRNA
72718.9774,6.846138,-0.839322919,-0.427743902,80.77743902,0,0,nonDRNA
22097.9397,5.397346497,-6.989354233,-0.264356436,73.66336634,0,0,nonDRNA
38298.2259,5.444236755,-7.084467724,-0.222155689,95.08982036,0,0,nonDRNA
6213.0336,4.064445496,-7.542849322,-0.038333333,79.66666667,0,0,nonDRNA
32259.4197,5.486961365,-4.316460268,0.00472973,103.7162162,2,0,nonDRNA
9989.6606,9.272789001,5.539347524,0.076923077,80.54945055,0,0,nonDRNA
10986.1569,9.936088562,11.61903455,-0.045918367,89.59183673,0,0,nonDRNA
30617.9405,4.907188416,-13.17637165,-0.090647482,104.3884892,0,0,nonDRNA
22641.5517,4.164741516,-12.32873893,-0.131279621,59.14691943,0,0,nonDRNA
36572.7227,5.191307068,-8.119975567,-0.189457831,87.31927711,4,4,nonDRNA
24643.7204,5.670036316,-7.619451219,0.111946903,102.5663717,0,8,nonDRNA
37571.6426,4.827507019,-14.92202477,-0.120771513,99.79228487,35,1,nonDRNA
149074.9649,8.049583435,5.109660936,-0.908402101,62.69317329,0,0,nonDRNA
149448.3057,8.051399231,5.110649937,-0.91421092,62.43081526,0,0,nonDRNA
31478.9983,5.816795349,-3.195980648,0.024834437,99.27152318,0,0,nonDRNA
44691.8992,5.396278381,-14.26857461,-0.159649123,88.02005013,0,0,nonDRNA
37600.9575,5.890922546,-4.847196077,-0.136873156,89.79351032,3,0,nonDRNA
57347.5468,5.678581238,-11.24746026,-0.152007648,87.24665392,6,0,nonDRNA
36634.7611,5.564079285,-7.812115,-0.119230769,86.62721893,0,4,nonDRNA
17317.3566,5.47681427,-2.351310146,0.078443114,86.52694611,3,0,nonDRNA
41262.0936,4.006660461,-30.25966195,0.065974026,91.37662338,0,0,nonDRNA
42425.7937,4.363517761,-17.35697353,0.019072165,81.36597938,0,0,nonDRNA
19476.0512,5.391365051,-5.110616251,-0.242696629,93.70786517,0,0,nonDRNA
69366.6835,5.916984558,-10.31598799,-0.353858785,77.56978654,0,0,nonDRNA
68909.8852,5.846488953,-14.71876213,-0.365625,80.72368421,3,0,nonDRNA
68965.008,5.898399353,-13.71976113,-0.367105263,80.88815789,3,0,nonDRNA
69293.4141,5.822776794,-12.23475015,-0.428995058,77.46293245,0,0,nonDRNA
69188.2797,5.795433044,-13.1525133,-0.421581549,77.31466227,0,0,nonDRNA
68598.611,5.949989319,-11.06108247,-0.3907743,78.6490939,0,0,nonDRNA
50497.5159,8.409004211,3.127778356,-0.027192982,99.84649123,6,0,nonDRNA
40651.7365,5.423728943,-6.961247442,-0.246091644,72.58760108,0,0,nonDRNA
77734.9012,6.114585876,-4.639955126,-0.558333333,83.12146893,0,0,nonDRNA
27420.4591,6.251411438,-3.570551788,-0.586065574,63.93442623,0,4,nonDRNA
24743.5066,4.932929993,-9.282369191,-0.436150235,96.61971831,0,0,nonDRNA
66690.3558,6.021125793,-8.941019197,-0.30642978,88.46023689,0,0,nonDRNA
21719.8638,5.507362366,-5.111750279,-0.46,71.78947368,0,0,nonDRNA
28222.2818,4.7707901,-13.10472741,-0.073151751,100.5447471,0,0,nonDRNA
76936.5434,5.68787384,-13.91908167,-0.370103093,83.28424153,0,1,nonDRNA
30055.6501,4.686408997,-13.37862821,-0.011851852,107.2222222,0,0,nonDRNA
27291.8834,5.552970886,-6.842959426,-0.458695652,76.34782609,0,2,nonDRNA
34136.4972,5.536628723,-9.509975367,-0.30776699,79.54692557,0,0,nonDRNA
16599.2645,9.188941956,8.784263027,-0.563380282,77.6056338,0,0,nonDRNA
45483.7726,8.175086975,1.907471529,-0.420705882,59.95294118,0,0,nonDRNA
45655.8694,5.936424255,-8.139291423,-0.168257757,87.58949881,10,0,nonDRNA
23589.2887,6.366447449,-1.891178286,-0.162280702,80.0877193,0,0,nonDRNA
25051.3063,7.016395569,0.029387396,-0.220779221,71.42857143,0,0,nonDRNA
29607.5214,5.057365417,-7.306765975,-0.232352941,84.30147059,0,19,nonDRNA
31879.7192,4.985694885,-12.93539801,0.084949833,102.006689,0,0,nonDRNA
82305.8898,4.852287292,-35.97774128,-0.365683646,71.26005362,0,0,nonDRNA
54231.9689,4.716636658,-22.54908351,-0.286309524,68.19444444,1,0,nonDRNA
56366.0335,8.59122467,6.234086941,-0.096484375,82.34375,0,0,nonDRNA
50139.0318,5.318519592,-11.68411463,-0.011663067,86.65226782,0,0,nonDRNA
18575.1414,4.974693298,-9.960070641,-0.211585366,86.70731707,0,0,nonDRNA
70839.7062,8.634590149,7.138460476,-0.247923323,87.06070288,0,0,nonDRNA
50955.608,5.629127502,-12.11510602,-0.22278481,85.14767932,0,0,nonDRNA
26774.1887,5.761253357,-4.927041592,-0.366945607,84.51882845,0,6,nonDRNA
15924.4244,7.730110168,0.9143595,0.016107383,82.55033557,0,0,nonDRNA
60102.3173,8.885276794,5.857313134,-0.24452975,89.05950096,0,24,nonDRNA
18059.5762,5.911003113,-3.07502555,0.080120482,86.44578313,0,0,nonDRNA
25850.9122,6.134025574,-3.744629962,-0.370416667,73.29166667,0,0,nonDRNA
47367.5162,6.15827179,-4.547100737,-0.316067146,80.95923261,0,0,nonDRNA
22040.243,9.485771179,9.885809051,-0.19178744,74.34782609,0,0,nonDRNA
62512.5017,5.247917175,-12.75909053,-0.319964029,75.28776978,7,0,nonDRNA
122672.18,5.418922424,-33.48089593,-0.297058824,94.13602941,0,1,nonDRNA
68996.1248,7.020561218,0.09705875,-0.286754967,80.69536424,0,6,nonDRNA
31998.5335,9.448493958,5.763512124,-0.028052805,91.65016502,0,4,nonDRNA
51080.4296,8.541557312,3.052576433,-0.100649351,98.37662338,0,0,nonDRNA
51110.4559,8.541557312,3.052576433,-0.106060606,98.16017316,0,0,nonDRNA
58608.0044,9.061195374,6.09771486,-0.083853211,102.587156,20,16,nonDRNA
56687.5051,9.308250427,10.50397104,-0.275101215,77.73279352,0,0,nonDRNA
56457.2141,4.783287048,-16.98890881,-0.389473684,52.27443609,0,0,nonDRNA
35536.1655,6.664024353,-0.883461846,0.00813253,99.36746988,2,2,nonDRNA
86329.4864,5.799491882,-13.75838283,-0.309895833,85.546875,0,2,nonDRNA
42532.8179,8.585029602,4.104440276,-0.29525066,90.34300792,0,1,nonDRNA
93236.3393,6.347541809,-7.78109823,-0.491341463,68.58536585,0,0,nonDRNA
18252.7427,4.959205627,-3.506325927,0.060465116,94.88372093,0,0,nonDRNA
17920.3831,5.098274231,-2.512814092,0.172093023,94.36046512,0,0,nonDRNA
18604.1753,5.14591217,-2.54904865,0.214124294,99.3220339,0,0,nonDRNA
18408.0026,5.420417786,-1.563318043,0.209039548,91.5819209,4,4,nonDRNA
18721.3818,5.145805359,-2.559938641,0.262711864,100.8474576,4,4,nonDRNA
18481.9441,5.098167419,-2.544505064,0.172881356,93.78531073,4,4,nonDRNA
39401.4937,5.53993988,-9.58334297,-0.05734072,95.26315789,0,0,nonDRNA
47471.5044,5.464637756,-6.188329887,-0.554653938,88.4725537,0,8,nonDRNA
69811.1765,9.071662903,12.20746015,-0.29968652,84.68652038,3,65,nonDRNA
27856.9308,4.425682068,-23.11131009,0.063178295,99.45736434,0,0,nonDRNA
39239.4999,5.964942932,-6.414816298,-0.199444444,91.58333333,0,0,nonDRNA
52991.0269,5.565788269,-10.68230821,-0.631168831,80.62770563,0,10,nonDRNA
52962.657,5.11643219,-18.32389675,-0.034883721,104.397463,0,0,nonDRNA
29358.2415,5.753990173,-4.06858201,0.262264151,116.6415094,0,0,nonDRNA
38836.4093,4.622642517,-23.6561501,-0.265616046,80.54441261,2,0,nonDRNA
15774.3399,5.266822815,-5.140595318,0.233561644,113.0136986,0,0,nonDRNA
34233.5543,8.890403748,7.232972934,-0.202229299,77.42038217,19,0,nonDRNA
35013.2622,4.933357239,-15.95953296,-0.159047619,110.1269841,91,74,nonDRNA
46493.4609,5.540901184,-9.655848203,-0.51459854,91.99513382,1,0,nonDRNA
56177.1102,5.468589783,-11.59574173,-0.122648752,96.04606526,0,0,nonDRNA
55949.8936,5.616096497,-9.600373656,-0.089059501,95.68138196,0,0,nonDRNA
12680.5564,4.702964783,-8.161321518,0.05826087,108.6086957,0,0,nonDRNA
32587.4935,6.241584778,-2.796765134,0.076079734,96.57807309,8,4,nonDRNA
22471.5355,5.408882141,-5.072798267,-0.147826087,88.59903382,0,14,nonDRNA
25518.9108,5.728462219,-7.52498518,-0.245887446,82.72727273,0,0,nonDRNA
12418.485,6.42401886,-1.121997521,-0.307619048,99.33333333,0,0,nonDRNA
36183.0962,6.068656921,-3.823925944,0.312857143,108.3428571,0,0,nonDRNA
93498.1122,5.239265442,-23.13952427,-0.117456647,91.52601156,0,7,nonDRNA
41411.2808,4.972343445,-14.88399014,-0.242385787,81.72588832,0,0,nonDRNA
122672.5389,8.85761261,17.42842344,-0.625645592,65.55654497,0,2,nonDRNA
122872.5552,8.84148407,15.64140678,-0.597168142,69.01769912,0,3,nonDRNA
21777.4341,4.701469421,-14.02611775,-0.233,89.9,0,2,nonDRNA
47412.1317,6.085853577,-4.576249998,0.161790393,103.0786026,0,0,nonDRNA
9535.8709,4.729774475,-6.218551414,0.013793103,102.0689655,1,0,nonDRNA
47158.9434,5.154136658,-12.90865548,-0.136384977,92.48826291,0,0,nonDRNA
16916.6914,7.67339325,0.50372614,-0.150340136,108.0272109,0,0,nonDRNA
33430.2528,5.384529114,-7.064959419,0.036569579,98.83495146,3,0,nonDRNA
21765.6575,4.957069397,-9.273746047,-0.772972973,81.13513514,0,0,nonDRNA
63552.7835,6.100166321,-4.679262499,-0.263063063,97.44144144,5,0,nonDRNA
37505.4056,5.900108337,-8.182284638,-0.290207715,88.27893175,0,0,nonDRNA
41710.2342,6.507545471,-2.362006706,-0.56396648,77.65363128,0,0,nonDRNA
48767.4931,5.558097839,-10.52849087,-0.418981481,99.49074074,0,12,nonDRNA
42258.1289,8.262031555,1.780113491,-0.335054348,86.68478261,0,0,nonDRNA
40408.1919,9.799369812,22.18766666,-0.339017341,94.10404624,0,0,nonDRNA
11165.6715,6.038856506,-2.136148711,-0.388,78.1,0,0,nonDRNA
37077.3699,6.298728943,-4.22632398,-0.095412844,91.22324159,0,0,nonDRNA
40700.3527,5.967826843,-8.09285361,-0.297450425,95.55240793,1,0,nonDRNA
37667.6495,5.903312683,-8.18346018,-0.278635015,90.29673591,0,0,nonDRNA
45645.7549,4.47908783,-19.24130341,-0.148711944,73.53629977,0,0,nonDRNA
63664.829,6.065132141,-3.839199271,-0.147048904,89.35919056,4,0,nonDRNA
33700.1197,6.357154846,-2.63510449,-0.270723684,78.94736842,0,0,nonDRNA
16061.2351,9.182533264,7.440347759,-0.037323944,86.47887324,0,0,nonDRNA
16735.1641,6.420921326,-1.15175761,-0.219078947,92.5,1,8,nonDRNA
37457.6597,5.220039368,-7.150331955,-0.168934911,85.91715976,0,0,nonDRNA
96758.2388,6.25579071,-8.170378507,-0.336756126,89.41656943,0,0,nonDRNA
95530.6788,5.479911804,-20.85013926,-0.525564804,82.31866825,1,1,nonDRNA
29483.7647,7.536567688,1.030146833,-0.076119403,91.26865672,0,4,nonDRNA
15791.7443,3.872932434,-19.28411627,0.148,108.6,0,0,nonDRNA
